Time,Sx,Sy,Sz,Hx,Hy,Hz
0.0,0.0,1.0,0.0,0.0,0.0,12.566370614359172
0.01001001001001001,-0.12545803018029517,0.9920989278611575,0.0,0.0,0.0,12.566370614359172
0.02002002002002002,-0.24893355446688767,0.9685205653265383,0.0,0.0,0.0,12.566370614359172
0.03003003003003003,-0.3684753948102406,0.9296375010827457,0.0,0.0,0.0,12.566370614359172
0.04004004004004004,-0.482194533802031,0.8760641709209177,0.0,0.0,0.0,12.566370614359172
0.050050050050050046,-0.5882939652007788,0.8086471483337068,0.0,0.0,0.0,12.566370614359172
0.06006006006006006,-0.6850970904837433,0.7284517668388065,0.0,0.0,0.0,12.566370614359172
0.07007007007007007,-0.771074212698674,0.6367452854250022,0.0,0.0,0.0,12.566370614359172
0.08008008008008008,-0.8448667089557527,0.5349768631427917,0.0,0.0,0.0,12.566370614359172
0.09009009009009009,-0.9053084995825161,0.42475465928398887,0.0,0.0,0.0,12.566370614359172
0.10010010010010009,-0.95144447468308,0.30782042101657275,0.0,0.0,0.0,12.566370614359172
0.11011011011011011,-0.9825455869225149,0.1860219600446438,0.0,0.0,0.0,12.566370614359172
0.12012012012012012,-0.9981203720380177,0.06128395322127826,0.0,0.0,0.0,12.566370614359172
0.13013013013013014,-0.9979227150280996,-0.06442247147279305,0.0,0.0,0.0,12.566370614359172
0.14014014014014015,-0.9819557392973497,-0.18911088297792475,0.0,0.0,0.0,12.566370614359172
0.15015015015015015,-0.9504717572999432,-0.31081093702576024,0.0,0.0,0.0,12.566370614359172
0.16016016016016016,-0.9039682834618389,-0.42759951180363615,0.0,0.0,0.0,12.566370614359172
0.17017017017017017,-0.8431801723860394,-0.5376310974029298,0.0,0.0,0.0,12.566370614359172
0.18018018018018017,-0.7690680065741315,-0.6391669588329011,0.0,0.0,0.0,12.566370614359172
0.19019019019019018,-0.6828029171630058,-0.7306026117618769,0.0,0.0,0.0,12.566370614359172
0.20020020020020018,-0.585748077541662,-0.8104931768101518,0.0,0.0,0.0,12.566370614359172
0.21021021021021022,-0.4794371622886425,-0.8775762117424084,0.0,0.0,0.0,12.566370614359172
0.22022022022022023,-0.36555011182506697,-0.9307916607620642,0.0,0.0,0.0,12.566370614359172
0.23023023023023023,-0.24588658575371816,-0.9692986056659105,0.0,0.0,0.0,12.566370614359172
0.24024024024024024,-0.12233752437834972,-0.9924885541548849,0.0,0.0,0.0,12.566370614359172
0.2502502502502503,0.0031447322078151517,-0.9999950553171733,0.0,0.0,0.0,12.566370614359172
0.2602602602602603,0.12857729528191428,-0.991699490338389,0.0,0.0,0.0,12.566370614359172
0.2702702702702703,0.25197806138513396,-0.9677329469331923,0.0,0.0,0.0,12.566370614359172
0.2802802802802803,0.37139703380753686,-0.9284741478783095,0.0,0.0,0.0,12.566370614359172
0.2902902902902903,0.48494713671741396,-0.8745434663805735,0.0,0.0,0.0,12.566370614359172
0.3003003003003003,0.59083403500584,-0.8067931228500052,0.0,0.0,0.0,12.566370614359172
0.3103103103103103,0.6873844886289473,-0.726293717989936,0.0,0.0,0.0,12.566370614359172
0.3203203203203203,0.7730727933885098,-0.634317315010231,0.0,0.0,0.0,12.566370614359172
0.3303303303303303,0.8465448903298088,-0.5323173383009165,0.0,0.0,0.0,12.566370614359172
0.34034034034034033,0.9066397627765959,-0.42190560621027157,0.0,0.0,0.0,12.566370614359172
0.35035035035035034,0.9524077828841191,-0.3048268608587395,0.0,0.0,0.0,12.566370614359172
0.36036036036036034,0.9831257177953372,-0.18293119747221323,0.0,0.0,0.0,12.566370614359172
0.37037037037037035,0.9983081582708714,-0.058144828910348195,0.0,0.0,0.0,12.566370614359172
0.38038038038038036,0.9977151891958408,0.06756035262695528,0.0,0.0,0.0,12.566370614359172
0.39039039039039036,0.9813561807531217,0.1921979357245949,0.0,0.0,0.0,12.566370614359172
0.40040040040040037,0.949489640354366,0.3137983793120426,0.0,0.0,0.0,12.566370614359172
0.41041041041041043,0.9026191276685845,0.43044013563550226,0.0,0.0,0.0,12.566370614359172
0.42042042042042044,0.8414852972996071,0.5402800148327497,0.0,0.0,0.0,12.566370614359172
0.43043043043043044,0.7670541948551708,0.6415823112852694,0.0,0.0,0.0,12.566370614359172
0.44044044044044045,0.6805019913548481,0.732746231488861,0.0,0.0,0.0,12.566370614359172
0.45045045045045046,0.5831963972059011,0.8123311900235494,0.0,0.0,0.0,12.566370614359172
0.46046046046046046,0.4766750494460958,0.8790795738922383,0.0,0.0,0.0,12.566370614359172
0.47047047047047047,0.3626212137813838,0.9319366155027344,0.0,0.0,0.0,12.566370614359172
0.4804804804804805,0.24283718537835974,0.9700670602574184,0.0,0.0,0.0,12.566370614359172
0.4904904904904905,0.11921580873600818,0.9928683653669056,0.0,0.0,0.0,12.566370614359172
0.5005005005005005,-0.006289433316165867,0.9999802213181376,0.0,0.0,0.0,12.566370614359172
0.5105105105105106,-0.13169528883564954,0.9912902455372912,0.0,0.0,0.0,12.566370614359172
0.5205205205205206,-0.255020076400261,0.9669357582754251,0.0,0.0,0.0,12.566370614359172
0.5305305305305306,-0.37431499992389206,0.9273016126540603,0.0,0.0,0.0,12.566370614359172
0.5405405405405406,-0.4876949438134299,0.8730141131606279,0.0,0.0,0.0,12.566370614359172
0.5505505505505506,-0.593368261837339,0.8049311186945969,0.0,0.0,0.0,12.566370614359172
0.5605605605605606,-0.6896650889779062,0.7241284865573754,0.0,0.0,0.0,12.566370614359172
0.5705705705705706,-0.7750637288791757,0.6318830716000107,0.0,0.0,0.0,12.566370614359172
0.5805805805805806,-0.8482146999123114,0.5296525491786123,0.0,0.0,0.0,12.566370614359172
0.5905905905905906,-0.9079620598789971,0.41905238075806406,0.0,0.0,0.0,12.566370614359172
0.6006006006006006,-0.9533616723768299,0.30183028615688157,0.0,0.0,0.0,12.566370614359172
0.6106106106106106,-0.9836961261789697,0.17983862582648247,0.0,0.0,0.0,12.566370614359172
0.6206206206206206,-0.9984860718698513,0.05500512958407949,0.0,0.0,0.0,12.566370614359172
0.6306306306306306,-0.9974977965938088,-0.07069756565201984,0.0,0.0,0.0,12.566370614359172
0.6406406406406406,-0.9807469172193406,-0.19528308775560366,0.0,0.0,0.0,12.566370614359172
0.6506506506506506,-0.9484981335591004,-0.31678271833148325,0.0,0.0,0.0,12.566370614359172
0.6606606606606606,-0.9012610455452666,-0.4332765026876161,0.0,0.0,0.0,12.566370614359172
0.6706706706706707,-0.8397821004578908,-0.5429235892361557,0.0,0.0,0.0,12.566370614359172
0.6806806806806807,-0.7650327974572824,-0.643991318895837,0.0,0.0,0.0,12.566370614359172
0.6906906906906907,-0.678194335814112,-0.7348826048207618,0.0,0.0,0.0,12.566370614359172
0.7007007007007007,-0.5806389494281158,-0.8141611697971628,0.0,0.0,0.0,12.566370614359172
0.7107107107107107,-0.4739082225900281,-0.880574242503157,0.0,0.0,0.0,12.566370614359172
0.7207207207207207,-0.35968872964420484,-0.9330723539819216,0.0,0.0,0.0,12.566370614359172
0.7307307307307307,-0.23978538349749712,-0.9708259215015648,0.0,0.0,0.0,12.566370614359172
0.7407407407407407,-0.11609291412508993,-0.9932383577411449,0.0,0.0,0.0,12.566370614359172
0.7507507507507507,0.009434072225933489,-0.9999554981495905,0.0,0.0,0.0,12.566370614359172
0.7607607607607607,0.13481198000651412,-0.9908711975050344,0.0,0.0,0.0,12.566370614359172
0.7707707707707707,0.2580595694286718,-0.9661290072369237,0.0,0.0,0.0,12.566370614359172
0.7807807807807807,0.37722926430248355,-0.9261199070056212,0.0,0.0,0.0,12.566370614359172
0.7907907907907907,0.4904379279160284,-0.8714761263854011,0.0,0.0,0.0,12.566370614359172
0.8008008008008007,0.5958966206334042,-0.8030611542815019,0.0,0.0,0.0,12.566370614359172
0.8108108108108109,0.6919388689769578,-0.7219560939538607,0.0,0.0,0.0,12.566370614359172
0.8208208208208209,0.7770469994816119,-0.6294425792674253,0.0,0.0,0.0,12.566370614359172
0.8308308308308309,0.8498761211899309,-0.5269825221289041,0.0,0.0,0.0,12.566370614359172
0.8408408408408409,0.909275377813065,-0.41619501114389734,0.0,0.0,0.0,12.566370614359172
0.8508508508508509,0.9543061337278694,-0.2988307265451539,0.0,0.0,0.0,12.566370614359172
0.8608608608608609,0.9842568064324468,-0.1767442756909477,0.0,0.0,0.0,12.566370614359172
0.8708708708708709,0.9986541110755065,-0.05186488629202467,0.0,0.0,0.0,12.566370614359172
0.8808808808808809,0.9972705393718696,0.07383407952302685,0.0,0.0,0.0,12.566370614359172
0.8908908908908909,0.980127954721216,0.1983663085608444,0.0,0.0,0.0,12.566370614359172
0.9009009009009009,0.9474972467194877,0.31976392457095354,0.0,0.0,0.0,12.566370614359172
0.9109109109109109,0.8998940505224104,0.4361085849101983,0.0,0.0,0.0,12.566370614359172
0.9209209209209209,0.8380705987043685,0.5455617944699622,0.0,0.0,0.0,12.566370614359172
0.9309309309309309,0.7630038343707344,0.6463939578411287,0.0,0.0,0.0,12.566370614359172
0.9409409409409409,0.6758799733619657,0.737011710630278,0.0,0.0,0.0,12.566370614359172
0.950950950950951,0.5780757594997499,0.8159830980337187,0.0,0.0,0.0,12.566370614359172
0.960960960960961,0.4711367090825015,0.8820602027938946,0.0,0.0,0.0,12.566370614359172
0.970970970970971,0.3567526884138305,0.9341988649679354,0.0,0.0,0.0,12.566370614359172
0.980980980980981,0.2367312102914024,0.9715751818937226,0.0,0.0,0.0,12.566370614359172
0.990990990990991,0.11296887142892652,0.993598527618628,0.0,0.0,0.0,12.566370614359172
1.001001001001001,-0.012578617838752781,0.9999208860560297,0.0,0.0,0.0,12.566370614359172
1.011011011011011,-0.13792733797252674,0.9904423503857251,0.0,0.0,0.0,12.566370614359172
1.021021021021021,-0.2610965104118226,0.9653127017959177,0.0,0.0,0.0,12.566370614359172
1.031031031031031,-0.38013979812319415,0.9249290426192708,0.0,0.0,0.0,12.566370614359172
1.0410410410410411,-0.4931760618989389,0.8699295212645538,0.0,0.0,0.0,12.566370614359172
1.0510510510510511,-0.5984190863902646,0.8011832481034167,0.0,0.0,0.0,12.566370614359172
1.0610610610610611,-0.694205806139942,0.7197765616629035,0.0,0.0,0.0,12.566370614359172
1.0710710710710711,-0.779022585582602,0.6269958621473143,0.0,0.0,0.0,12.566370614359172
1.0810810810810811,-0.8515291377323255,0.5243072835565767,0.0,0.0,0.0,12.566370614359172
1.0910910910910911,-0.910579703590967,0.4133335256252505,0.0,0.0,0.0,12.566370614359172
1.1011011011011012,-0.9552411575971503,0.2958282116872007,0.0,0.0,0.0,12.566370614359172
1.1111111111111112,-0.9848077530110201,0.17364817766666887,0.0,0.0,0.0,12.566370614359172
1.1211211211211212,-0.9988122742260471,0.048724130089097525,0.0,0.0,0.0,12.566370614359172
1.1311311311311312,-0.9970334197774524,-0.07696986322194277,0.0,0.0,0.0,12.566370614359172
1.1411411411411412,-0.9794992993798818,-0.20144756764931526,0.0,0.0,0.0,12.566370614359172
1.1511511511511512,-0.9464869897336395,-0.32274196854830606,0.0,0.0,0.0,12.566370614359172
1.1611611611611612,-0.8985181561186953,-0.43893635429583666,0.0,0.0,0.0,12.566370614359172
1.1711711711711712,-0.8363508089646642,-0.54819460444407,0.0,0.0,0.0,12.566370614359172
1.1811811811811812,-0.7609673256606336,-0.6487902043606391,0.0,0.0,0.0,12.566370614359172
1.1911911911911912,-0.6735589268859277,-0.7391335278619637,0.0,0.0,0.0,12.566370614359172
1.2012012012012012,-0.5755068527690637,-0.8177969567155532,0.0,0.0,0.0,12.566370614359172
1.2112112112112112,-0.468360536331961,-0.8835374400692872,0.0,0.0,0.0,12.566370614359172
1.2212212212212212,-0.35381311912577906,-0.9353161373203273,0.0,0.0,0.0,12.566370614359172
1.2312312312312312,-0.23367469596384388,-0.9723148340242029,0.0,0.0,0.0,12.566370614359172
1.2412412412412412,-0.10984371154225152,-0.9939488714375145,0.0,0.0,0.0,12.566370614359172
1.2512512512512513,0.015723039057122745,-0.9998763853797492,0.0,0.0,0.0,12.566370614359172
1.2612612612612613,0.14104133192483015,-0.9900037084203841,0.0,0.0,0.0,12.566370614359172
1.2712712712712713,0.2641308693163447,-0.9644868500251381,0.0,0.0,0.0,12.566370614359172
1.2812812812812813,0.3830465726027348,-0.9237290312718862,0.0,0.0,0.0,12.566370614359172
1.2912912912912913,0.49590931868378924,-0.8683743130930105,0.0,0.0,0.0,12.566370614359172
1.3013013013013013,0.6009356341623617,-0.7992974187316234,0.0,0.0,0.0,12.566370614359172
1.3113113113113113,0.6964658780483092,-0.7175899112386768,0.0,0.0,0.0,12.566370614359172
1.3213213213213213,0.7809904676448656,-0.6245429444361428,0.0,0.0,0.0,12.566370614359172
1.3313313313313313,0.8531737331922159,-0.5216268599180343,0.0,0.0,0.0,12.566370614359172
